"ID","title","org"
"951174e6-8efa-4ad6-9b29-529e911ab06c","Government of Canada's research response to COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"5484f2cf-22ed-4e17-aa28-45862a69f048","Know the facts about coronavirus disease (COVID-19)","Public Health Agency of Canada | Agence de la santé publique du Canada"
"3158438c-7ced-4819-81f1-6cf4707dfe60","Testing devices for COVID-19: Antigen testing devices","Health Canada | Santé Canada"
"f3eae20c-3a52-4014-8ad6-183c155ba3c8","Testing devices for COVID-19: Antigen testing devices","Health Canada | Santé Canada"
"24364200-0e59-48c1-814e-2fa420221191","COVID-19: Resources for seniors and their caregivers","Public Health Agency of Canada | Agence de la santé publique du Canada"
"d75c1bd8-a81c-43dc-8ca2-4c58320366c1","Coronavirus disease (COVID-19): For businesses and employees","Public Health Agency of Canada | Agence de la santé publique du Canada"
"49a23a37-5e5d-411b-9104-4d54a6be50a0","Health product advertising incidents related to COVID-19","Health Canada | Santé Canada"
"0955b0d4-e35f-4b34-8f17-8abfd200ec5b","Health product advertising incidents related to COVID-19","Health Canada | Santé Canada"
"07bb70f4-bb51-4ed6-ad6f-eaf62b6a1eda","Planning guidance for administration of COVID-19 vaccine","Public Health Agency of Canada | Agence de la santé publique du Canada"
"5a08e31f-624e-434b-a195-83022d863e57","Health product advertising incidents related to COVID-19","Health Canada | Santé Canada"
"35c76e77-5543-470a-ae5c-8804ead94038","Influenza vanishing following COVID-19 measures, Hamilton, ON","Public Health Agency of Canada | Agence de la santé publique du Canada"
"c345d6a9-b00b-406a-ba05-0fd83786cbaf","Government of Canada takes action on COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"1acd7895-e743-458d-895a-2343d73cc7b3","Government of Canada's research response to COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"2156d229-e201-4c9a-b831-8f3a16efb4b5","COVID-19: Resources for seniors and their caregivers","Public Health Agency of Canada | Agence de la santé publique du Canada"
"fc7c2e12-540c-4c1d-b03c-3086cd367f23","COVID-19: Plan a safe holiday or celebration","Public Health Agency of Canada | Agence de la santé publique du Canada"
"b8d1d622-1ceb-4c1c-96e9-a0b38939080b","Interactive data visualizations of COVID-19 in Canada","Public Health Agency of Canada | Agence de la santé publique du Canada"
"95b552dd-e1bf-4102-be84-fe1eaef4d8ed","Cleaning and disinfecting public spaces during COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"33edc5d3-b279-4405-b912-172511965390","National laboratory testing indication guidance for COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8","COVID-19 and people with disabilities in Canada","Public Health Agency of Canada | Agence de la santé publique du Canada"
"96ad93c9-44d9-4f4e-98bc-fde0fb33cb75","Personal protective equipment against COVID-19: Medical gloves","Health Canada | Santé Canada"
"e62b9aa4-8cc5-4deb-ab53-e5da828b790b","Coronavirus disease 2019 (COVID-19): Epidemiological Summary Dashboard","Public Health Agency of Canada | Agence de la santé publique du Canada"
"92878eb5-73c8-4c65-b2c9-971e28662211","Personal Protective Equipment against COVID-19: Medical gowns","Health Canada | Santé Canada"
"a5e8d937-255a-4dad-9d15-00e2b91f3aff","COVID-19 and Malicious Websites (ITSAP.00.103)","Communications Security Establishment Canada | Centre de la sécurité des télécommunications Canada"
"722481c4-c44d-4bb6-9ceb-002022d52f80","Interim national case definition: Coronavirus disease (COVID-19)","Public Health Agency of Canada | Agence de la santé publique du Canada"
"1229fef1-3acd-4c32-895c-bdab2b805cc7","Hard surface disinfectants and hand sanitizers (COVID-19)","Health Canada | Santé Canada"
"e3c2b28a-5954-471e-9f25-50bd59b55a92","Health Product Advertising Incidents related to COVID-19","Health Canada | Santé Canada"
"39f7e23e-67eb-4e29-af49-2f28181d0b63","Health Canada toolkit: COVID-19 and substance use","Health Canada | Santé Canada"
"f167deb1-6190-4693-9878-f127b55e506e","COVID-19: Safety advice for private indoor gatherings","Public Health Agency of Canada | Agence de la santé publique du Canada"
"d65335b5-133d-4b79-903d-93ce66e521cf","COVID-19 Medical Device Establishment Licence (MDEL) suspensions","Health Canada | Santé Canada"
"213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b","Shared Services Canada COVID-19 Questions and Answers","Shared Services Canada | Services partagés Canada"
"da1f69b1-3cd8-4e6f-b4db-3f85e5db5392","COVID-19 epidemiological and economic research and data","Public Health Agency of Canada | Agence de la santé publique du Canada"
"f8200e19-de85-440f-8214-fa54b64ea2f5","Drug and vaccine authorizations for COVID-19: Overview","Health Canada | Santé Canada"
"8ae95ca5-b3f6-441f-abfe-b169f07478f1","Drug and vaccine authorizations for COVID-19: Overview","Health Canada | Santé Canada"
"9fa1da9a-8c0f-493e-b207-0cc95889823e","GC InfoBase – COVID-19 Authorities and Expenditures","Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada"
"f81a95dd-c140-4c9f-92e3-ce5f02c5f622","Components of COVID-19 vaccines authorized by Health Canada","Public Health Agency of Canada | Agence de la santé publique du Canada"
"62c8909f-9c5a-47e3-9454-280b990ae33e","COVID-19: How to make your mask fit properly","Public Health Agency of Canada | Agence de la santé publique du Canada"
"62021ef7-5b22-4183-acea-b714ff6d9f59","Colouring pages to help children learn about COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"9369731e-410a-44ff-be9a-6d5a2d1302e0","COVID-19 guidance for reporting medical device shortages: Background","Health Canada | Santé Canada"
"8f2a38ab-7c76-404c-ac10-0acf07938ca3","Planning guidance for immunization clinics for COVID-19 vaccines","Public Health Agency of Canada | Agence de la santé publique du Canada"
"812a8c38-269f-47a6-9ce2-dda0cb81a5b2","COVID-19: Digital tools and apps for staying healthy ","Public Health Agency of Canada | Agence de la santé publique du Canada"
"fc11aa70-821b-4c64-be19-020a2465b0de","Interactive data visualizations of COVID-19 around the world","Public Health Agency of Canada | Agence de la santé publique du Canada"
"b339fbc2-dc74-4bff-acab-c7cbb0a6755e","Resources for Canadians living with pain during COVID-19","Health Canada | Santé Canada"
"7527f11b-9f58-40eb-b779-0944d04dfc17","Healthy eating during the COVID-19 pandemic: Healthy eating","Health Canada | Santé Canada"
"a04be2a2-b8b7-4a7c-bbca-a5298a1e4e66","COVID-19: Guidance on indoor ventilation during the pandemic","Public Health Agency of Canada | Agence de la santé publique du Canada"
"52960f1f-5bca-4d05-895a-0745ce08e5e1","For travellers with COVID-19 symptoms returning to Canada ","Public Health Agency of Canada | Agence de la santé publique du Canada"
"2a382bf0-4850-4dc3-9973-6455eaa51d7f","COVID-19  Advisory Groups and Task Forces Fact  Sheet","Public Health Agency of Canada | Agence de la santé publique du Canada"
"4d5c0314-6514-4227-87a3-fbbe4422ae1d","COVID-19 Pandemic Guidance for the Health Care Sector","Public Health Agency of Canada | Agence de la santé publique du Canada"
"182dc9a7-6533-406d-ac33-250f5bbc3931","Coronavirus disease (COVID-19): Travel restrictions, exemptions and advice","Public Health Agency of Canada | Agence de la santé publique du Canada"
"261c32ab-4cfd-4f81-9dea-7b64065690dc","Public Health Infobase - Data on COVID-19 in Canada","Public Health Agency of Canada | Agence de la santé publique du Canada"
"80ae9905-9034-4cf7-9057-d34af6065561","GC InfoBase - COVID-19 Estimates Initiatives (2020-21)","Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada"
"25f13ea5-6dd8-4296-9d1a-2695ef8f5644","COVID-19 guidance for reporting medical device shortages: Background","Health Canada | Santé Canada"
"c96cc04d-c743-4b39-9665-b0566100e308","Healthy eating during the COVID-19 pandemic: Meal planning","Health Canada | Santé Canada"
"b3c8b683-0f3b-42fa-8a44-fc0b31f49938","COVID-19 guidance for reporting medical device shortages: Background","Health Canada | Santé Canada"
"de2bf291-1ccd-4f27-9dcd-8616b95bec6f","Work-Sharing (WS) COVID-19 Temporary Special Measures Statistics","Employment and Social Development Canada | Emploi et Développement social Canada"
"2994b3fb-a741-494c-9720-62a14882f475","Canadians health and COVID-19, by age and gender","Statistics Canada | Statistique Canada"
"7ec9dbd2-e387-45c9-aabe-5a7f5c64d716","Focused Cyber Security Advice and Guidance During COVID-19","Communications Security Establishment Canada | Centre de la sécurité des télécommunications Canada"
"811361dd-f01d-4889-98fb-a2ed3fbb3c0f","Medical devices: Diagnostic devices for use against coronavirus (COVID-19)","Health Canada | Santé Canada"
"6b5889a2-5ecd-46d9-899e-fae9fbf8a526","May 5th, 2020 COVID-19 committee Question Period notes","Employment and Social Development Canada | Emploi et Développement social Canada"
"dbf5cbdb-ef16-4630-bad6-f9f0220d34ee","Pregnancy, childbirth and caring for a newborn during COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"153a215f-f77d-482e-a796-5a5d96db3cdf","COVID-19: Kids, here’s what you need to know","Public Health Agency of Canada | Agence de la santé publique du Canada"
"2085e2d6-e164-4c56-a12d-a43ad88717b0","Canada’s approach to onsite inspections during COVID-19: Notice","Health Canada | Santé Canada"
"5086d304-9157-42d1-beee-a70912e4fdd7","How to care for someone with COVID-19 at home","Public Health Agency of Canada | Agence de la santé publique du Canada"
"bc5d2ceb-57dc-4a9c-93c2-94e97d4ff104","National Microbiology Laboratory’s role in the COVID-19 response","Public Health Agency of Canada | Agence de la santé publique du Canada"
"9a8cd32e-856e-49c7-9c5d-a989a7b539d5","FAQs: Family Support obligations in the context of COVID-19 ","Department of Justice Canada | Ministère de la Justice Canada"
"1c00082a-63a0-4091-bb73-60613f38f664","Physical distancing: How to slow the spread of COVID-19 ","Public Health Agency of Canada | Agence de la santé publique du Canada"
"9a43d1f7-9a14-464c-a265-4a5fc43b5fdd","Commons Standing Committee on Government Operations and Estimates COVID-19  ","Health Canada | Santé Canada"
"5caca5fe-44b8-4411-bd61-92845674c872","Physical distancing: Actions for reducing the spread of COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"533c7590-3651-42c7-9e77-88759844528c","Epidemiological summary of COVID-19 cases in First Nations communities","Public Health Agency of Canada | Agence de la santé publique du Canada"
"7984a922-b4e3-40cd-aae2-b2fecac80d69","Helping people who use substances during the COVID-19 pandemic","Health Canada | Santé Canada"
"779a7f96-c727-4bdb-b67f-5e071e0c7fb6","Helping people who use substances during the COVID-19 pandemic","Health Canada | Santé Canada"
"f4665424-6589-4877-bd29-6fb0224ad71d","Healthy eating during the COVID-19 pandemic: Your eating habits","Health Canada | Santé Canada"
"4986a9c8-5948-4d7f-b22b-67f1ed061658","Employee support provided due to COVID-19, by business characteristics","Statistics Canada | Statistique Canada"
"3b55778d-2de8-42bc-81cb-b7e4dcaf9d23","Health Canada’s regulatory response to COVID-19: International engagement","Health Canada | Santé Canada"
"621f0071-931d-46e8-acb6-4de8c0065ad1","Resources for Canadians living with pain during COVID-19: Resources","Health Canada | Santé Canada"
"ba5e1f64-370c-4cdc-ab5d-15496bd91de0","Vaccines for COVID-19: What to expect at your vaccination","Health Canada | Santé Canada"
"ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e","Helping people who use substances during the COVID-19 pandemic","Health Canada | Santé Canada"
"c9771ee9-fcc1-42e7-ad5a-14caf684cb70","Canada’s COVID-19 Immunization Plan: Saving Lives and Livelihoods","Public Health Agency of Canada | Agence de la santé publique du Canada"
"b576daeb-4127-43e6-b766-725cf7ee79cd","Resources related to COVID-19 for employees of Justice Canada","Department of Justice Canada | Ministère de la Justice Canada"
"f6abc151-fef7-4d2d-8e9a-6859284f7d4a","For persons exempt from mandatory quarantine due to COVID-19","Public Health Agency of Canada | Agence de la santé publique du Canada"
"a2f3378a-1686-4fe2-a37e-bd6075a46bce","Vaccines for COVID-19: What to expect at your vaccination","Public Health Agency of Canada | Agence de la santé publique du Canada"
"4ba12cdf-2f66-4f37-9ddb-3972f9f81d89","Border requirements for importing and exporting health products (COVID-19)","Health Canada | Santé Canada"
"762f0cf4-f888-4ff2-b624-fb093b6eba1a","Guidance for post-secondary institutions during the COVID-19 pandemic","Public Health Agency of Canada | Agence de la santé publique du Canada"
"c96ff091-3116-423c-a47c-78d269d961b9","Helping people who use substances during the COVID-19 pandemic","Health Canada | Santé Canada"
"b1e9f0a7-20cd-4eb8-8315-d82b494564a7","Action Committee on Court Operations in Response to COVID-19","Department of Justice Canada | Ministère de la Justice Canada"
"604a8446-0512-40b1-b2e5-5252118afaa7","Briefing package for a Committee of the Whole on COVID-19 and for the Special Committee on the COVID-19 Pandemic - Minister of Northern Affairs","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"3341f24b-4e18-4b6e-a8e7-b99d90834a48","Briefing package for a Committee of the Whole on COVID-19 and for the Special Committee on the COVID-19 Pandemic - Minister of Indigenous Services","Indigenous Services Canada | Services aux Autochtones Canada"
"85f9fde1-6087-4d9b-9ee6-202ec1894c0f","StatCan COVID-19: Data to Insights for a Better Canada","Statistics Canada | Statistique Canada"
"43ad7e38-2925-489a-914c-1cab025b6436","Help reduce the spread of COVID-19: Information for Indigenous communities ","Public Health Agency of Canada | Agence de la santé publique du Canada"
"73382b39-f432-4db2-904a-cf4da03022e4","Hard-surface disinfectants and hand sanitizers (COVID-19): Information for manufacturers","Health Canada | Santé Canada"
"faae33f3-5440-4950-909a-ff72b33878b0","How to isolate at home when you may have COVID-19 ","Public Health Agency of Canada | Agence de la santé publique du Canada"
"82ba0fae-6ee1-4ed5-affc-7925078bbca4","HUMA appearance, COVID-19 pandemic - April 24, 2020- Minister`s binder","Employment and Social Development Canada | Emploi et Développement social Canada"
"a0a6ba22-9a13-4657-a4f4-af4405fe8fc7","Priority COVID-19 test applications: Notice to manufacturers, importers and distributors","Health Canada | Santé Canada"
"10bcc3d5-bc58-47a5-accc-900cefed0582","Notice for Industry: Mandatory Reporting Requirement during the COVID-19 Pandemic","Health Canada | Santé Canada"
"c1cf02d2-ea41-49e4-86a4-be19fba849ed","HUMA appearance, COVID-19 pandemic - April 24, 2020 - Deputy Minister's binder","Employment and Social Development Canada | Emploi et Développement social Canada"
"9f723593-9cf3-4df3-9fc9-4ede755053c6","Notice for Hospitals: Mandatory Reporting Requirement during the COVID-19 Pandemic","Health Canada | Santé Canada"
"798b95a7-f434-4ca8-9313-6fa340a2ffc9","Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic","Public Health Agency of Canada | Agence de la santé publique du Canada"
"bd37f185-1871-4282-89b9-4b51b5b8898b","CCDR: Volume 47-4, April 2021: COVID-19: A Year Later","Public Health Agency of Canada | Agence de la santé publique du Canada"
"4fe4ad14-3e23-40f7-82f0-b760959aa38d","Testing devices for COVID-19: Test swabs safety and effectiveness guidance","Health Canada | Santé Canada"
"270c5202-1c2b-4fdc-8003-65b5f720a8b1","Testing devices for COVID-19: Test swabs safety and effectiveness guidance","Health Canada | Santé Canada"
"52852a7f-c247-4569-b067-e9a6e0439a65","Contributions to the community due to COVID-19, by business characteristics","Statistics Canada | Statistique Canada"
"5d77ec15-3fbb-4b1f-a76f-2d0f44506a2c","Going out: Personal and social activities during the COVID-19 pandemic","Public Health Agency of Canada | Agence de la santé publique du Canada"
"2a2ac352-84aa-4b7b-9e14-43d9c8c28b15","Guidance on the prioritization of key populations for COVID-19 immunization","Public Health Agency of Canada | Agence de la santé publique du Canada"
"4299c1d8-0872-4156-b240-58e53ad5e74d","Mental health and COVID-19 for public servants: Manage psychosocial risks","Public Health Agency of Canada | Agence de la santé publique du Canada"
"2f1874b4-081b-445e-9d56-6807de2dafd4","COVID-19: Compassionate entry for travellers and limited release from quarantine","Public Health Agency of Canada | Agence de la santé publique du Canada"
"4a9544aa-6a85-457a-b6ec-fc1eae0afa1a","Briefing package for a Committee of the Whole on COVID-19 and for the Special Committee on the COVID-19 Pandemic - Minister of Crown-Indigenous Relations","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"3b75a8d6-c5a9-48f9-834b-626eec16363f","Cumulative number of COVID-19 vaccine doses administered in Canada by jurisdiction","Public Health Agency of Canada | Agence de la santé publique du Canada"
"8e36d84d-5a4c-407c-855f-b02e7e2cabba","What you need to know about the COVID-19 vaccine for Canada","Public Health Agency of Canada | Agence de la santé publique du Canada"
